sample_id,phi_prediction
mmlu-jurisprudence.val.47,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.950,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.862,WizardLM/WizardLM-13B-V1.2
mmlu-anatomy.val.19,C) Trachea
mmlu-professional-law.val.408,B) The statute is invalid because it violates the First Amendment protection of commercial free speech.
hellaswag.val.8078,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5949,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1663,zero-one-ai/Yi-34B-Chat
hellaswag.val.5149,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2818,zero-one-ai/Yi-34B-Chat
winogrande.dev.370,A) carrots
chinese_zodiac.dev.157,zero-one-ai/Yi-34B-Chat
hellaswag.val.8207,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3870,zero-one-ai/Yi-34B-Chat
hellaswag.val.7324,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1213,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.298,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9644,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.175,C) MgBr_{2}
hellaswag.val.8283,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6174,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.348,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5708,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4647,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2424,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5226,zero-one-ai/Yi-34B-Chat
mmlu-elementary-mathematics.val.329,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3234,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1426,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4315,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.729,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.857,"D) Wrong, Not wrong"
mmlu-high-school-mathematics.val.22,WizardLM/WizardLM-13B-V1.2
mmlu-conceptual-physics.val.170,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.772,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.135,B) mistralai/mistral-7b-chat
mmlu-high-school-world-history.val.151,meta/llama-2-70b-chat
grade-school-math.dev.3831,WizardLM/WizardLM-13B-V1.2
mmlu-marketing.val.105,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3401,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.740,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.776,WizardLM/WizardLM-13B-V1.2
mmlu-philosophy.val.154,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.695,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.233,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1066,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.179,C) megafauna
mmlu-miscellaneous.val.234,D) Portfolio assessment
mmlu-high-school-world-history.val.87,meta/llama-2-70b-chat
grade-school-math.dev.4354,mistralai/mixtral-8x7b-chat
mmlu-marketing.val.151,C) Accessibility
mmlu-professional-law.val.981,WizardLM/WizardLM-13B-V1.2
mmlu-marketing.val.134,zero-one-ai/Yi-34B-Chat
hellaswag.val.4965,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.369,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.130,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6671,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.122,WizardLM/WizardLM-13B-V1.2
mmlu-nutrition.val.44,gpt-4-1106-preview
mmlu-high-school-biology.val.285,mistralai/mistral-7b-chat
mmlu-high-school-mathematics.val.25,WizardLM/WizardLM-13B-V1.2
hellaswag.val.425,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.71,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1211,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.158,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1942,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5101,WizardLM/WizardLM-13B-V1.2
mmlu-business-ethics.val.38,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7391,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.497,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2220,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-physics.val.73,B) v
mmlu-high-school-european-history.val.32,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8100,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-biology.val.244,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.530,C) knock on it
hellaswag.val.8021,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1480,WizardLM/WizardLM-13B-V1.2
mbpp.dev.226,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.962,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2947,mistralai/mistral-7b-chat
grade-school-math.dev.313,zero-one-ai/Yi-34B-Chat
hellaswag.val.9827,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3053,mistralai/mistral-7b-chat
mmlu-professional-law.val.1266,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2267,zero-one-ai/Yi-34B-Chat
hellaswag.val.9655,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4583,"C) [step] Pilling is caused by rubbing during wear and is more apparent around the elbows, under the armpits and on sleeves but can occur anywhere on the sweater. Purchase a hand-held"
abstract2title.test.100,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2262,WizardLM/WizardLM-13B-V1.2
winogrande.dev.926,B) lotions
arc-challenge.test.319,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.103,D) breathing masks
hellaswag.val.8819,WizardLM/WizardLM-13B-V1.2
mmlu-anatomy.val.96,WizardLM/WizardLM-13B-V1.2
hellaswag.val.196,mistralai/mistral-7b-chat
grade-school-math.dev.3386,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8201,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.140,C) the argument from marginal cases
arc-challenge.test.830,"B) high runoff, low infiltration, high precipitation"
grade-school-math.dev.1145,zero-one-ai/Yi-34B-Chat
mmlu-philosophy.val.213,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7120,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3441,WizardLM/WizardLM-13B-V1.2
mmlu-world-religions.val.77,D) Sri (Lakshmi)
arc-challenge.test.764,B) heat the solution
mmlu-professional-law.val.1325,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3146,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1692,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6066,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3130,gpt-4-1106-preview
grade-school-math.dev.5970,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6884,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6534,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.892,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8173,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.244,zero-one-ai/Yi-34B-Chat
mmlu-high-school-computer-science.val.98,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5265,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.140,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2580,zero-one-ai/Yi-34B-Chat
hellaswag.val.3947,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4504,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.127,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.209,WizardLM/WizardLM-13B-V1.2
bias_detection.dev.46,"WizardLM/WizardLM-13B-V1.2 — This sentence is classified as data because it presents specific, verifiable information regarding the legality of owning and buying fully automatic machine guns in certain states,"
abstract2title.test.180,WizardLM/WizardLM-13B-V1.2
abstract2title.test.72,WizardLM/WizardLM-13B-V1.2
winogrande.dev.165,B) cloth
hellaswag.val.8193,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6258,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2751,zero-one-ai/Yi-34B-Chat
hellaswag.val.5432,A)
mbpp.dev.305,WizardLM/WizardLM-13B-V1.2
mmlu-abstract-algebra.val.6,"D) True, True"
winogrande.dev.26,B) Leslie
hellaswag.val.8083,WizardLM/WizardLM-13B-V1.2
chinese_famous_novel.dev.17,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.723,WizardLM/WizardLM-13B-V1.2
mmlu-electrical-engineering.val.96,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2837,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2124,WizardLM/WizardLM-13B-V1.2
winogrande.dev.1010,B) Jessica
grade-school-math.dev.3728,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6052,zero-one-ai/Yi-34B-Chat
mmlu-security-studies.val.173,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1294,WizardLM/WizardLM-13B-V1.2
hellaswag.val.586,mistralai/mistral-7b-chat
hellaswag.val.6613,WizardLM/WizardLM-13B-V1.2
Chinese_character_riddles.dev.62,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3339,WizardLM/WizardLM-13B-V1.2
hellaswag.val.446,"B) , the man performs his routine on the parallel bars."
mbpp.dev.339,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.935,WizardLM/WizardLM-13B-V1.2
consensus_summary.dev.110,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5675,zero-one-ai/Yi-34B-Chat
hellaswag.val.8543,WizardLM/WizardLM-13B-V1.2
mmlu-electrical-engineering.val.48,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7667,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3854,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4618,mistralai/mixtral-8x7b-chat
chinese_shi_jing.test.5,zero-one-ai/Yi-34B-Chat
mmlu-sociology.val.180,B) freedom of movement for citizens
arc-challenge.val.224,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6784,mistralai/mixtral-8x7b-chat
mmlu-sociology.val.104,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.489,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.568,WizardLM/WizardLM-13B-V1.2
mmlu-clinical-knowledge.val.138,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.82,zero-one-ai/Yi-34B-Chat
hellaswag.val.3285,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8901,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.234,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2962,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7011,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7380,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2491,WizardLM/WizardLM-13B-V1.2
mmlu-college-mathematics.val.70,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1220,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5188,WizardLM/WizardLM-13B-V1.2
mmlu-philosophy.val.91,WizardLM/WizardLM-13B-V1.2
mmlu-college-medicine.val.65,B) always 1:1
mmlu-moral-scenarios.val.784,"A) Wrong, Not wrong"
mmlu-prehistory.val.138,"D) Valley of Oaxaca; Zapotec.

The best-suited model for this prompt would be one that has knowledge of historical geography and civilizations. While all the models listed are capable of providing information, the"
grade-school-math.dev.591,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9941,claude-v2
hellaswag.val.1988,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1341,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6748,mistralai/mistral-7b-chat
winogrande.dev.284,A) clock
grade-school-math.dev.212,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9812,WizardLM/WizardLM-13B-V1.2
mmlu-electrical-engineering.val.72,B) LED
mmlu-world-religions.val.27,zero-one-ai/Yi-34B-Chat
hellaswag.val.7217,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2547,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.471,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.216,C) $45
grade-school-math.dev.1385,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4329,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.208,D) WizardLM/WizardLM-13B-V1.2
hellaswag.val.1772,mistralai/mistral-7b-chat
winogrande.dev.1140,WizardLM/WizardLM-13B-V1.2
winogrande.dev.1180,A) Derrick
mmlu-philosophy.val.239,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.636,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1292,mistralai/mistral-7b-chat
mmlu-clinical-knowledge.val.137,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1224,WizardLM/WizardLM-13B-V1.2
mmlu-marketing.val.75,A) Secondary research.
mmlu-elementary-mathematics.val.60,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7261,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.492,D) Global division of labor
mmlu-moral-scenarios.val.7,"C) Not wrong, Wrong"
mmlu-professional-law.val.261,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-government-and-politics.val.45,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7332,WizardLM/WizardLM-13B-V1.2
mmlu-college-computer-science.val.52,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3361,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6803,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.339,C) HTTP
winogrande.dev.190,A) Emily
winogrande.dev.89,B) Natalie
hellaswag.val.3936,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1510,mistralai/mistral-7b-chat
abstract2title.test.170,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-us-history.val.173,gpt-4-1106-preview
arc-challenge.test.635,A) Flowers grow after a summer rain shower.
hellaswag.val.6456,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.432,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1496,mistralai/mistral-7b-chat
Chinese_character_riddles.dev.38,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.66,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.581,WizardLM/WizardLM-13B-V1.2
mmlu-college-biology.val.103,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6473,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-physics.val.85,B) Velocity
hellaswag.val.4335,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.87,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.97,C) WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1638,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.6457,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.252,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.531,C) Heredity of Earlobe Types
hellaswag.val.7504,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8000,WizardLM/WizardLM-13B-V1.2
winogrande.dev.164,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5900,zero-one-ai/Yi-34B-Chat
hellaswag.val.5495,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6782,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.31,WizardLM/WizardLM-13B-V1.2
mmlu-college-medicine.val.100,"A) store of calcium ions.
WizardLM/WizardLM-13B-V1.2"
hellaswag.val.7404,WizardLM/WizardLM-13B-V1.2
mmlu-logical-fallacies.val.59,D) Appeal to ignorance
mmlu-professional-law.val.926,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.30,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9840,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.364,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7103,zero-one-ai/Yi-34B-Chat
mmlu-high-school-macroeconomics.val.39,WizardLM/WizardLM-13B-V1.2
mmlu-logical-fallacies.val.27,D) appeal to tradition
grade-school-math.dev.2814,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6587,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6135,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1588,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7238,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9242,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6985,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4142,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.39,D) $0 $25000 $0
grade-school-math.dev.5158,zero-one-ai/Yi-34B-Chat
hellaswag.val.12,mistralai/mistral-7b-chat
chinese_ancient_masterpieces_dynasty.dev.12,zero-one-ai/Yi-34B-Chat
hellaswag.val.7529,WizardLM/WizardLM-13B-V1.2
mmlu-global-facts.val.99,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.22,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-geography.val.39,B) Good transportation network
mmlu-professional-law.val.683,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6464,WizardLM/WizardLM-13B-V1.2
winogrande.dev.341,A) hotel
hellaswag.val.8764,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.17,WizardLM/WizardLM-13B-V1.2
winogrande.dev.828,A) Patricia
grade-school-math.dev.2150,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4830,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4922,zero-one-ai/Yi-34B-Chat
hellaswag.val.8784,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.122,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.391,zero-one-ai/Yi-34B-Chat
hellaswag.val.6989,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.725,gpt-3.5-turbo-1106
hellaswag.val.9709,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4573,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.6941,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1076,WizardLM/WizardLM-13B-V1.2
mbpp.dev.259,WizardLM/WizardLM-13B-V1.2
winogrande.dev.318,B) Adam
hellaswag.val.5124,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7054,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.3446,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.46,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-government-and-politics.val.82,B) A member of Congress inserts a provision into a bill to secure funding for a project in his or her district.
grade-school-math.dev.5590,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.202,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.361,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2482,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.837,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.70,WizardLM/WizardLM-13B-V1.2
winogrande.dev.643,A) Felicia
abstract2title.test.142,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5772,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.550,WizardLM/WizardLM-13B-V1.2
arc-challenge.val.76,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-geography.val.137,gpt-4-1106-preview
mbpp.dev.134,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4253,WizardLM/WizardLM-13B-V1.2
winogrande.dev.96,B) body
winogrande.dev.734,B) Mary
mmlu-jurisprudence.val.102,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.290,B) The money (or banking) multiplier
hellaswag.val.3309,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.393,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3355,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1509,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7208,zero-one-ai/Yi-34B-Chat
mbpp.dev.43,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4543,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.1847,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.43,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.292,D) prefrontal cortex
mmlu-nutrition.val.286,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8769,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3473,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2991,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.115,B) deposition of material in the stream
grade-school-math.dev.4643,zero-one-ai/Yi-34B-Chat
hellaswag.val.8081,"A) [substeps] Give her a lot of opportunities to move. Engage her in fun games that will prod her to use her neck, chest, arms, and legs."
mmlu-medical-genetics.val.99,D) Waardenburg syndrome
mmlu-us-foreign-policy.val.6,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.1034,B) be in the same group.
hellaswag.val.5771,B) claude-v1
grade-school-math.dev.2567,zero-one-ai/Yi-34B-Chat
mmlu-clinical-knowledge.val.243,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.113,"B) Wrong, Not wrong"
mmlu-sociology.val.50,WizardLM/WizardLM-13B-V1.2
mmlu-medical-genetics.val.77,B) Congenital adrenal hyperplasia
mmlu-professional-law.val.907,WizardLM/WizardLM-13B-V1.2
winogrande.dev.984,B) Aaron
grade-school-math.dev.4814,zero-one-ai/Yi-34B-Chat
mmlu-philosophy.val.127,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.327,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8403,A) claude-instant-v1
mmlu-high-school-microeconomics.val.105,B) claude-v2
hellaswag.val.1181,mistralai/mistral-7b-chat
mmlu-high-school-macroeconomics.val.316,B) Your father's firm makes computers and exports them to China.
grade-school-math.dev.4373,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2836,mistralai/mixtral-8x7b-chat
hellaswag.val.5542,WizardLM/WizardLM-13B-V1.2
winogrande.dev.176,B) Patricia
arc-challenge.val.20,claude-v1
arc-challenge.test.693,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.1139,A) primary succession
mmlu-professional-psychology.val.607,A) 4 to 6
hellaswag.val.1134,mistralai/mistral-7b-chat
hellaswag.val.3510,"B) [title] Observe where the players stand, wait, or offer autographs at games. [step] You may not be able to get the autograph during the game but can try to catch a player after the game, before"
hellaswag.val.3289,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-us-history.val.180,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2612,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7045,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6840,WizardLM/WizardLM-13B-V1.2
mmlu-computer-security.val.46,D) backdoor
mbpp.dev.35,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4847,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.900,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.114,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5148,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6255,WizardLM/WizardLM-13B-V1.2
mmlu-sociology.val.120,A) leading questions
mmlu-conceptual-physics.val.137,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1742,mistralai/mistral-7b-chat
mmlu-professional-law.val.591,WizardLM/WizardLM-13B-V1.2
mmlu-marketing.val.8,"D) Target market.
WizardLM/WizardLM-13B-V1.2"
mmlu-professional-law.val.1422,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4568,WizardLM/WizardLM-13B-V1.2
mmlu-college-computer-science.val.80,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.111,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.285,gpt-4-1106-preview
grade-school-math.dev.7195,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.184,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.3674,zero-one-ai/Yi-34B-Chat
mmlu-high-school-world-history.val.138,zero-one-ai/Yi-34B-Chat
mmlu-high-school-mathematics.val.198,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5134,zero-one-ai/Yi-34B-Chat
mmlu-high-school-psychology.val.444,mistralai/mistral-7b-chat
grade-school-math.dev.3740,zero-one-ai/Yi-34B-Chat
hellaswag.val.9601,B) claude-v1
hellaswag.val.9041,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.12,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2905,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.100,zero-one-ai/Yi-34B-Chat
hellaswag.val.6108,WizardLM/WizardLM-13B-V1.2
hellaswag.val.516,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3587,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.401,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3689,mistralai/mixtral-8x7b-chat
hellaswag.val.3051,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.4,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5010,"B) You could also tell yourself that if you take good notes through the entire class, you can play your new video game for an hour when you get home."
mmlu-professional-law.val.1060,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7957,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4835,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.131,B) 50
mmlu-public-relations.val.45,WizardLM/WizardLM-13B-V1.2
winogrande.dev.1159,A) Logan
mmlu-miscellaneous.val.304,B) seven
hellaswag.val.3092,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6586,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-computer-science.val.48,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2624,zero-one-ai/Yi-34B-Chat
accounting_audit.dev.6,B
mmlu-sociology.val.129,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.191,B) Their payouts (i.e. dividends or coupons) are made before corporation tax has been deducted.
mmlu-miscellaneous.val.335,A) cancer
mmlu-professional-psychology.val.521,WizardLM/WizardLM-13B-V1.2
mmlu-college-biology.val.14,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.435,C) calligraphy
mmlu-professional-law.val.691,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-european-history.val.63,gpt-4-1106-preview
hellaswag.val.8470,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.675,A) Compensatory
grade-school-math.dev.655,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.105,mistralai/mistral-7b-chat
arc-challenge.val.285,A) potassium
mmlu-elementary-mathematics.val.328,WizardLM/WizardLM-13B-V1.2
winogrande.dev.82,Brett
hellaswag.val.8367,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.102,zero-one-ai/Yi-34B-Chat
hellaswag.val.3759,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.112,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7917,WizardLM/WizardLM-13B-V1.2
abstract2title.test.171,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.947,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4317,WizardLM/WizardLM-13B-V1.2
