sample_id,phi_prediction
mmlu-professional-law.val.935,claude-v2
consensus_summary.dev.110,Meta/llama-2-70b-chat
grade-school-math.dev.5675,meta/llama-2-70b-chat
hellaswag.val.8543,A
mmlu-electrical-engineering.val.48,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.1
Model C — correctness: 1, cost: 0.7
Model D"
hellaswag.val.7667,C
hellaswag.val.3854,C
grade-school-math.dev.4618,meta/llama-2-70b-chat
chinese_shi_jing.test.5,meta/llama-2-70b-chat
mmlu-sociology.val.180,Model B - claude-v2
arc-challenge.val.224,Model C
grade-school-math.dev.6784,meta/llama-2-70b-chat
mmlu-sociology.val.104,Model C
mmlu-professional-psychology.val.489,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.2
Model C — correctness: 0, cost: 0.3
Model D"
mmlu-professional-law.val.568,claude-v2
mmlu-clinical-knowledge.val.138,Meta/llama-2-70b-chat
mmlu-jurisprudence.val.82,Model D
hellaswag.val.3285,claude-v2
hellaswag.val.8901,Model B
mmlu-professional-psychology.val.234,Model B
hellaswag.val.2962,Model D
hellaswag.val.7011,Model C
grade-school-math.dev.7380,meta/llama-2-70b-chat
grade-school-math.dev.2491,meta/llama-2-70b-chat
mmlu-college-mathematics.val.70,Model C
mmlu-professional-law.val.1220,meta/llama-2-70b-chat
hellaswag.val.5188,Meta/llama-2-70b-chat
mmlu-philosophy.val.91,meta/llama-2-70b-chat
mmlu-college-medicine.val.65,Model B
mmlu-moral-scenarios.val.784,"B) Wrong, Wrong"
mmlu-prehistory.val.138,Model D
grade-school-math.dev.591,meta/llama-2-70b-chat
hellaswag.val.9941,D
hellaswag.val.1988,B) claude-v2
mmlu-professional-law.val.1341,claude-v2
grade-school-math.dev.6748,meta/llama-2-70b-chat
winogrande.dev.284,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.2
Correct choice: Model A"
grade-school-math.dev.212,meta/llama-2-70b-chat
hellaswag.val.9812,C) meta/llama-2-70b-chat
mmlu-electrical-engineering.val.72,claude-v2
mmlu-world-religions.val.27,Model C
hellaswag.val.7217,Model C
grade-school-math.dev.2547,meta/llama-2-70b-chat
mmlu-professional-law.val.471,meta/llama-2-70b-chat
mmlu-elementary-mathematics.val.216,Model C
grade-school-math.dev.1385,meta/llama-2-70b-chat
hellaswag.val.4329,A) WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.208,Model C
hellaswag.val.1772,Model C
winogrande.dev.1140,meta/llama-2-70b-chat
winogrande.dev.1180,meta/llama-2-70b-chat
mmlu-philosophy.val.239,meta/llama-2-70b-chat
mmlu-professional-law.val.636,D
hellaswag.val.1292,Model D
mmlu-clinical-knowledge.val.137,Model C
grade-school-math.dev.1224,meta/llama-2-70b-chat
mmlu-marketing.val.75,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.1
Model C — correctness: 0, cost: 0.2
Model D"
mmlu-elementary-mathematics.val.60,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.1
Model C — correctness: 0, cost: 0.2
Model D"
grade-school-math.dev.7261,meta/llama-2-70b-chat
mmlu-miscellaneous.val.492,Model D
mmlu-moral-scenarios.val.7,"C) Not wrong, Wrong"
mmlu-professional-law.val.261,claude-v2
mmlu-high-school-government-and-politics.val.45,Meta/llama-2-70b-chat
hellaswag.val.7332,B
mmlu-college-computer-science.val.52,meta/llama-2-70b-chat
hellaswag.val.3361,B
grade-school-math.dev.6803,meta/llama-2-70b-chat
mmlu-miscellaneous.val.339,Model C
winogrande.dev.190,Model B
winogrande.dev.89,meta/llama-2-70b-chat
hellaswag.val.3936,Model D
hellaswag.val.1510,B
abstract2title.test.170,meta/llama-2-70b-chat
mmlu-high-school-us-history.val.173,llama-2-70b-chat
arc-challenge.test.635,Model C
hellaswag.val.6456,Model C
grade-school-math.dev.432,meta/llama-2-70b-chat
hellaswag.val.1496,B) claude-v2
Chinese_character_riddles.dev.38,"Model C — correctness: 1, cost: 0.3

While the specific models are not detailed in terms of their capabilities, based on the given correctness and cost, Model C is the optimal choice. It has a"
grade-school-math.dev.66,meta/llama-2-70b-chat
mmlu-professional-law.val.581,meta/llama-2-70b-chat
mmlu-college-biology.val.103,Model C
grade-school-math.dev.6473,meta/llama-2-70b-chat
mmlu-high-school-physics.val.85,Model B
hellaswag.val.4335,C)
mmlu-international-law.val.87,claude-v2
mmlu-international-law.val.97,Model C
grade-school-math.dev.1638,meta/llama-2-70b-chat
grade-school-math.dev.6457,meta/llama-2-70b-chat
mmlu-miscellaneous.val.252,Model D
arc-challenge.test.531,C) Heredity of Earlobe Types
hellaswag.val.7504,B
hellaswag.val.8000,B) claude-v2
winogrande.dev.164,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.2

Correct choice: Model A"
grade-school-math.dev.5900,meta/llama-2-70b-chat
hellaswag.val.5495,B
hellaswag.val.6782,D)
mmlu-professional-law.val.31,B
mmlu-college-medicine.val.100,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.1
Model C — correctness: 0, cost: 0.2
Model D"
hellaswag.val.7404,D
mmlu-logical-fallacies.val.59,Model D
mmlu-professional-law.val.926,meta/llama-2-70b-chat
mmlu-professional-psychology.val.30,Meta/llama-2-70b-chat
hellaswag.val.9840,B
mmlu-professional-law.val.364,claude-v2
grade-school-math.dev.7103,meta/llama-2-70b-chat
mmlu-high-school-macroeconomics.val.39,Model C - gpt-4-1106-preview
mmlu-logical-fallacies.val.27,Model C
grade-school-math.dev.2814,meta/llama-2-70b-chat
hellaswag.val.6587,D
grade-school-math.dev.6135,meta/llama-2-70b-chat
hellaswag.val.1588,claude-v2
grade-school-math.dev.7238,meta/llama-2-70b-chat
hellaswag.val.9242,Model C
hellaswag.val.6985,A)
hellaswag.val.4142,C) claude-v2
mmlu-professional-accounting.val.39,Model C
grade-school-math.dev.5158,meta/llama-2-70b-chat
hellaswag.val.12,mistralai/mixtral-8x7b-chat
chinese_ancient_masterpieces_dynasty.dev.12,meta/llama-2-70b-chat
hellaswag.val.7529,C
mmlu-global-facts.val.99,Model C
mmlu-professional-accounting.val.22,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.2
Model C — correctness: 0, cost: 0.1
Model D"
mmlu-high-school-geography.val.39,Model C
mmlu-professional-law.val.683,meta/llama-2-70b-chat
hellaswag.val.6464,Meta/llama-2-70b-chat
winogrande.dev.341,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 1, cost: 0.6
Correct choice: Model B"
hellaswag.val.8764,D) claude-v2
mmlu-professional-law.val.17,claude-v2
winogrande.dev.828,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 1, cost: 0.6
Model C — correctness: 0, cost: 0.1
Model D"
grade-school-math.dev.2150,meta/llama-2-70b-chat
grade-school-math.dev.4830,meta/llama-2-70b-chat
grade-school-math.dev.4922,meta/llama-2-70b-chat
hellaswag.val.8784,B
mmlu-high-school-psychology.val.122,Model A
chinese_zodiac.dev.391,meta/llama-2-70b-chat
hellaswag.val.6989,claude-v2
arc-challenge.test.725,Model C
hellaswag.val.9709,D) meta/llama-2-70b-chat
grade-school-math.dev.4573,meta/llama-2-70b-chat
grade-school-math.dev.6941,meta/llama-2-70b-chat
mmlu-professional-law.val.1076,B
mbpp.dev.259,Code-llama-instruct-34b-chat
winogrande.dev.318,B
hellaswag.val.5124,Model B
grade-school-math.dev.7054,meta/llama-2-70b-chat
grade-school-math.dev.3446,meta/llama-2-70b-chat
mmlu-high-school-macroeconomics.val.46,Model C
mmlu-high-school-government-and-politics.val.82,Model B
grade-school-math.dev.5590,meta/llama-2-70b-chat
mmlu-professional-law.val.202,claude-v2
mmlu-professional-law.val.361,claude-v2
grade-school-math.dev.2482,meta/llama-2-70b-chat
arc-challenge.test.837,Model C
mmlu-professional-psychology.val.70,Model C
winogrande.dev.643,claude-v2
abstract2title.test.142,meta/llama-2-70b-chat
grade-school-math.dev.5772,meta/llama-2-70b-chat
mmlu-professional-law.val.550,Llama-2-70b-chat
arc-challenge.val.76,Model C
mmlu-high-school-geography.val.137,Model C
mbpp.dev.134,meta/llama-2-70b-chat
hellaswag.val.4253,B
winogrande.dev.96,Model B
winogrande.dev.734,Model B
mmlu-jurisprudence.val.102,Model C - claude-v2
mmlu-high-school-macroeconomics.val.290,Meta/llama-2-70b-chat
hellaswag.val.3309,D) claude-v2
arc-challenge.test.393,Model C - claude-v2
hellaswag.val.3355,Model C
hellaswag.val.1509,D) gpt-4-1106-preview
grade-school-math.dev.7208,meta/llama-2-70b-chat
mbpp.dev.43,Code-llama-instruct-34b-chat
grade-school-math.dev.4543,meta/llama-2-70b-chat
grade-school-math.dev.1847,meta/llama-2-70b-chat
mmlu-jurisprudence.val.43,Model D
mmlu-high-school-psychology.val.292,Model D
mmlu-nutrition.val.286,Meta/llama-2-70b-chat
hellaswag.val.8769,Model C
hellaswag.val.3473,A) WizardLM/WizardLM-13B-V1.2
hellaswag.val.2991,claude-v2
arc-challenge.test.115,Model C
grade-school-math.dev.4643,meta/llama-2-70b-chat
hellaswag.val.8081,A) WizardLM/WizardLM-13B-V1.2
mmlu-medical-genetics.val.99,Model C - Thanatophoric dysplasia
mmlu-us-foreign-policy.val.6,meta/llama-2-70b-chat
arc-challenge.test.1034,claude-v2
hellaswag.val.5771,B
grade-school-math.dev.2567,meta/llama-2-70b-chat
mmlu-clinical-knowledge.val.243,claude-v2
mmlu-moral-scenarios.val.113,"C) Not wrong, Wrong"
mmlu-sociology.val.50,claude-v2
mmlu-medical-genetics.val.77,B) claude-v2
mmlu-professional-law.val.907,claude-v2
winogrande.dev.984,B) claude-v2
grade-school-math.dev.4814,meta/llama-2-70b-chat
mmlu-philosophy.val.127,Model C
mmlu-high-school-macroeconomics.val.327,Model C
hellaswag.val.8403,Model C
mmlu-high-school-microeconomics.val.105,Model B
hellaswag.val.1181,claude-v2
mmlu-high-school-macroeconomics.val.316,B
grade-school-math.dev.4373,meta/llama-2-70b-chat
grade-school-math.dev.2836,meta/llama-2-70b-chat
hellaswag.val.5542,Model C
winogrande.dev.176,Model B
arc-challenge.val.20,Model C
arc-challenge.test.693,Model D
arc-challenge.test.1139,A) meta/llama-2-70b-chat
mmlu-professional-psychology.val.607,Model C
hellaswag.val.1134,claude-v2
hellaswag.val.3510,B
hellaswag.val.3289,B) claude-v2
mmlu-high-school-us-history.val.180,meta/llama-2-70b-chat
hellaswag.val.2612,Model C
grade-school-math.dev.7045,meta/llama-2-70b-chat
grade-school-math.dev.6840,meta/llama-2-70b-chat
mmlu-computer-security.val.46,D) backdoor
mbpp.dev.35,meta/llama-2-70b-chat
hellaswag.val.4847,Model C
mmlu-professional-law.val.900,D) meta/llama-2-70b-chat
mmlu-international-law.val.114,claude-v2
hellaswag.val.5148,D) meta/llama-2-70b-chat
grade-school-math.dev.6255,meta/llama-2-70b-chat
mmlu-sociology.val.120,Model C
mmlu-conceptual-physics.val.137,Model C
hellaswag.val.1742,claude-v2
mmlu-professional-law.val.591,meta/llama-2-70b-chat
mmlu-marketing.val.8,Model C) meta/llama-2-70b-chat
mmlu-professional-law.val.1422,C) claude-v2
grade-school-math.dev.4568,meta/llama-2-70b-chat
mmlu-college-computer-science.val.80,D) Model D (D)
mmlu-international-law.val.111,claude-v2
mmlu-high-school-macroeconomics.val.285,B-model
grade-school-math.dev.7195,meta/llama-2-70b-chat
chinese_zodiac.dev.184,meta/llama-2-70b-chat
grade-school-math.dev.3674,meta/llama-2-70b-chat
mmlu-high-school-world-history.val.138,claude-v2
mmlu-high-school-mathematics.val.198,Meta/llama-2-70b-chat
grade-school-math.dev.5134,meta/llama-2-70b-chat
mmlu-high-school-psychology.val.444,Model C) frequency
grade-school-math.dev.3740,meta/llama-2-70b-chat
hellaswag.val.9601,B
hellaswag.val.9041,Model C
mmlu-professional-law.val.12,claude-v2
hellaswag.val.2905,B
mmlu-high-school-world-history.val.100,meta/llama-2-70b-chat
hellaswag.val.6108,D) gpt-4-1106-preview
hellaswag.val.516,Model C
grade-school-math.dev.3587,meta/llama-2-70b-chat
mmlu-professional-law.val.401,meta/llama-2-70b-chat
grade-school-math.dev.3689,meta/llama-2-70b-chat
hellaswag.val.3051,Model C
mmlu-jurisprudence.val.4,claude-v2
hellaswag.val.5010,B
mmlu-professional-law.val.1060,claude-v2
hellaswag.val.7957,claude-v2
hellaswag.val.4835,Model C
mmlu-miscellaneous.val.131,B) 50
mmlu-public-relations.val.45,Model C
winogrande.dev.1159,Model A (Logan)
mmlu-miscellaneous.val.304,Model B
hellaswag.val.3092,Model C
hellaswag.val.6586,B
mmlu-high-school-computer-science.val.48,Model C
grade-school-math.dev.2624,meta/llama-2-70b-chat
accounting_audit.dev.6,Meta/llama-2-70b-chat
mmlu-sociology.val.129,Model C
mmlu-professional-accounting.val.191,Model C
mmlu-miscellaneous.val.335,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.2

Correct choice: Model A"
mmlu-professional-psychology.val.521,Model C
mmlu-college-biology.val.14,claude-v2
mmlu-miscellaneous.val.435,Model C
mmlu-professional-law.val.691,claude-v2
mmlu-high-school-european-history.val.63,llama-2-70b-chat
hellaswag.val.8470,B
mmlu-professional-law.val.675,Meta/llama-2-70b-chat
grade-school-math.dev.655,meta/llama-2-70b-chat
mmlu-high-school-world-history.val.105,claude-v2
arc-challenge.val.285,Model C) claude-v2
mmlu-elementary-mathematics.val.328,Model C
winogrande.dev.82,meta/llama-2-70b-chat
hellaswag.val.8367,C) claude-v2
mmlu-miscellaneous.val.102,Model C - Copper(II) sulfate hydrate
hellaswag.val.3759,D
mmlu-professional-law.val.112,meta/llama-2-70b-chat
hellaswag.val.7917,Model D
abstract2title.test.171,meta/llama-2-70b-chat
grade-school-math.dev.947,meta/llama-2-70b-chat
hellaswag.val.4317,Model A
mmlu-professional-psychology.val.226,C) claude-v2
mmlu-professional-law.val.412,meta/llama-2-70b-chat
hellaswag.val.7144,Model C
arc-challenge.test.876,A
mmlu-high-school-statistics.val.151,claude-v2
hellaswag.val.9294,D
mmlu-clinical-knowledge.val.46,Model B
mmlu-security-studies.val.43,D
mmlu-college-physics.val.44,Model C - meta/llama-2-70b-chat
mmlu-high-school-mathematics.val.154,Model A - WizardLM/WizardLM-13B-V1.2
mmlu-high-school-chemistry.val.83,Model C
mmlu-professional-law.val.1285,claude-v2
mmlu-sociology.val.73,Model C
mmlu-high-school-government-and-politics.val.98,Model D
hellaswag.val.1801,Model C
hellaswag.val.2830,claude-v2
mmlu-miscellaneous.val.183,Meta/llama-2-70b-chat
mmlu-college-mathematics.val.58,Meta/llama-2-70b-chat
mmlu-high-school-microeconomics.val.98,Model D
mmlu-professional-law.val.382,claude-v2
mmlu-high-school-statistics.val.53,B) gpt-4-1106-preview
hellaswag.val.8229,B
grade-school-math.dev.922,meta/llama-2-70b-chat
hellaswag.val.7511,Model C
grade-school-math.dev.6434,meta/llama-2-70b-chat
hellaswag.val.9818,A) WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.942,meta/llama-2-70b-chat
hellaswag.val.316,D
mmlu-professional-law.val.1110,claude-v2
hellaswag.val.1034,B) claude-v2
mmlu-moral-scenarios.val.712,"B) Not wrong, Wrong"
grade-school-math.dev.2904,meta/llama-2-70b-chat
abstract2title.test.209,meta/llama-2-70b-chat
hellaswag.val.7557,D) meta/llama-2-70b-chat
grade-school-math.dev.3294,meta/llama-2-70b-chat
mmlu-professional-law.val.486,Llama-2-70b-chat
hellaswag.val.7004,Model C
mmlu-professional-law.val.1108,claude-v2
mmlu-econometrics.val.25,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.2
Model C — correctness: 0, cost: 0.5
Model D"
winogrande.dev.803,B) Patricia
grade-school-math.dev.3284,meta/llama-2-70b-chat
grade-school-math.dev.3258,meta/llama-2-70b-chat
grade-school-math.dev.2426,meta/llama-2-70b-chat
grade-school-math.dev.2676,meta/llama-2-70b-chat
mbpp.dev.22,Code-llama-instruct-34b-chat
hellaswag.val.3023,Model D
mmlu-security-studies.val.105,Model C
chinese_zodiac.dev.266,meta/llama-2-70b-chat
mmlu-prehistory.val.144,Model C
chinese_ancient_poetry.dev.5,meta/llama-2-70b-chat
hellaswag.val.9722,B) claude-v2
mmlu-professional-psychology.val.137,Meta/llama-2-70b-chat
hellaswag.val.6591,C
grade-school-math.dev.2728,meta/llama-2-70b-chat
arc-challenge.test.273,Model B
hellaswag.val.9608,B
grade-school-math.dev.6486,meta/llama-2-70b-chat
mmlu-high-school-macroeconomics.val.244,Meta/llama-2-70b-chat
arc-challenge.test.651,Model D
hellaswag.val.8183,B
hellaswag.val.4282,Model B
hellaswag.val.9162,Model D
mmlu-moral-scenarios.val.371,"D) Wrong, Not wrong"
hellaswag.val.1878,Model C
mmlu-security-studies.val.28,claude-v2
grade-school-math.dev.1733,meta/llama-2-70b-chat
mmlu-professional-accounting.val.66,meta/llama-2-70b-chat
mbpp.dev.379,meta/llama-2-70b-chat
grade-school-math.dev.6547,meta/llama-2-70b-chat
mmlu-abstract-algebra.val.52,Model B
grade-school-math.dev.3745,meta/llama-2-70b-chat
grade-school-math.dev.1351,meta/llama-2-70b-chat
mmlu-professional-accounting.val.75,Model B - Variable sampling
grade-school-math.dev.6279,meta/llama-2-70b-chat
grade-school-math.dev.2022,meta/llama-2-70b-chat
hellaswag.val.1423,Model C (claude-v2)
mmlu-prehistory.val.64,claude-v2
mbpp.dev.68,Code-llama-instruct-34b-chat
chinese_zodiac.dev.127,meta/llama-2-70b-chat
grade-school-math.dev.5988,meta/llama-2-70b-chat
grade-school-math.dev.7240,meta/llama-2-70b-chat
grade-school-math.dev.717,meta/llama-2-70b-chat
grade-school-math.dev.4926,meta/llama-2-70b-chat
mmlu-jurisprudence.val.69,claude-v2
consensus_summary.dev.259,Meta/llama-2-70b-chat
hellaswag.val.6994,C
mmlu-high-school-geography.val.105,A) Latin America
mmlu-professional-law.val.36,meta/llama-2-70b-chat
grade-school-math.dev.1814,meta/llama-2-70b-chat
hellaswag.val.6557,C) claude-v2
mmlu-miscellaneous.val.61,claude-v2
mmlu-high-school-macroeconomics.val.372,Model C
grade-school-math.dev.3286,meta/llama-2-70b-chat
chinese_zodiac.dev.318,meta/llama-2-70b-chat
mmlu-prehistory.val.0,meta/llama-2-70b-chat
grade-school-math.dev.4051,meta/llama-2-70b-chat
mmlu-professional-law.val.139,claude-v2
mmlu-professional-psychology.val.138,Model D) alliance
hellaswag.val.3173,claude-v2
mmlu-moral-disputes.val.213,claude-v2
hellaswag.val.3354,Model D
grade-school-math.dev.5493,meta/llama-2-70b-chat
grade-school-math.dev.5058,meta/llama-2-70b-chat
chinese_tang_poetries.dev.28,meta/llama-2-70b-chat
grade-school-math.dev.2867,meta/llama-2-70b-chat
grade-school-math.dev.18,meta/llama-2-70b-chat
mmlu-conceptual-physics.val.179,Model C
mmlu-moral-scenarios.val.235,"D) Wrong, Not wrong"
hellaswag.val.6955,C) claude-v2
hellaswag.val.4326,B
mmlu-public-relations.val.93,claude-v2
hellaswag.val.2960,claude-v2
hellaswag.val.6222,claude-v2
hellaswag.val.7973,Model C
winogrande.dev.1241,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.2
Correct choice: Model A"
hellaswag.val.3231,Model C
mmlu-human-sexuality.val.56,claude-v2
mmlu-clinical-knowledge.val.83,Model B
grade-school-math.dev.5082,meta/llama-2-70b-chat
hellaswag.val.5679,A
hellaswag.val.3105,Model C
hellaswag.val.9923,B
mmlu-high-school-chemistry.val.142,Model C
