sample_id,phi_prediction
grade-school-math.dev.1663,zero-one-ai/Yi-34B-Chat
hellaswag.val.5149,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2818,gpt-4-1106-preview
winogrande.dev.370,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.157,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8207,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3870,mistralai/mixtral-8x7b-chat
hellaswag.val.7324,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1213,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.298,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9644,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.175,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8283,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6174,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.348,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5708,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4647,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2424,mistralai/mixtral-8x7b-chat
grade-school-math.dev.5226,mistralai/mixtral-8x7b-chat
mmlu-elementary-mathematics.val.329,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3234,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1426,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4315,mistralai/mixtral-8x7b-chat
arc-challenge.test.729,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.857,"B) Wrong, Wrong"
mmlu-high-school-mathematics.val.22,mistralai/mixtral-8x7b-chat
mmlu-conceptual-physics.val.170,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.772,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.135,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.151,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3831,gpt-4-1106-preview
mmlu-marketing.val.105,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3401,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.740,zero-one-ai/Yi-34B-Chat
mmlu-miscellaneous.val.776,WizardLM/WizardLM-13B-V1.2
mmlu-philosophy.val.154,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.695,zero-one-ai/Yi-34B-Chat
mmlu-moral-disputes.val.233,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1066,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.179,C) megafauna
mmlu-miscellaneous.val.234,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.87,meta/llama-2-70b-chat
grade-school-math.dev.4354,gpt-4-1106-preview
mmlu-marketing.val.151,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.981,gpt-4-1106-preview
mmlu-marketing.val.134,Porter's Five Forces model
hellaswag.val.4965,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.369,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.130,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6671,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.122,WizardLM/WizardLM-13B-V1.2
mmlu-nutrition.val.44,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-biology.val.285,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-mathematics.val.25,WizardLM/WizardLM-13B-V1.2
hellaswag.val.425,gpt-4-1106-preview
grade-school-math.dev.71,gpt-4-1106-preview
mmlu-professional-law.val.1211,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.158,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1942,gpt-4-1106-preview
grade-school-math.dev.5101,mistralai/mixtral-8x7b-chat
mmlu-business-ethics.val.38,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7391,gpt-4-1106-preview
mmlu-professional-law.val.497,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2220,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-physics.val.73,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-european-history.val.32,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8100,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-biology.val.244,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.530,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8021,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1480,WizardLM/WizardLM-13B-V1.2
mbpp.dev.226,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.962,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2947,mistralai/mixtral-8x7b-chat
grade-school-math.dev.313,zero-one-ai/Yi-34B-Chat
hellaswag.val.9827,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3053,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.1266,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2267,mistralai/mixtral-8x7b-chat
hellaswag.val.9655,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4583,"C) [step] Pilling is caused by rubbing during wear and is more apparent around the elbows, under the armpits and on sleeves but can occur anywhere on the sweater. Purchase a hand-held"
abstract2title.test.100,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2262,WizardLM/WizardLM-13B-V1.2
winogrande.dev.926,mistralai/mixtral-8x7b-chat
arc-challenge.test.319,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.103,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8819,WizardLM/WizardLM-13B-V1.2
mmlu-anatomy.val.96,WizardLM/WizardLM-13B-V1.2
hellaswag.val.196,mistralai/mixtral-8x7b-chat
grade-school-math.dev.3386,gpt-4-1106-preview
hellaswag.val.8201,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.140,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.830,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1145,zero-one-ai/Yi-34B-Chat
mmlu-philosophy.val.213,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7120,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3441,B) claude-v2
mmlu-world-religions.val.77,zero-one-ai/Yi-34B-Chat
arc-challenge.test.764,gpt-4-1106-preview
mmlu-professional-law.val.1325,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3146,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1692,gpt-4-1106-preview
hellaswag.val.6066,WizardLM/WizardLM-12B-V1.2
grade-school-math.dev.3130,gpt-4-1106-preview
grade-school-math.dev.5970,mistralai/mixtral-8x7b-chat
hellaswag.val.6884,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6534,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.892,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8173,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.244,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-computer-science.val.98,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5265,mistralai/mixtral-8x7b-chat
mmlu-elementary-mathematics.val.140,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2580,mistralai/mixtral-8x7b-chat
hellaswag.val.3947,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4504,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.127,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.209,WizardLM/WizardLM-13B-V1.2
bias_detection.dev.46,"WizardLM/WizardLM-14B-V1.2 — The sentence provided is a factual statement as it presents specific information about gun laws and their historical context without expressing any personal view, judgment, or assumption. It"
abstract2title.test.180,WizardLM/WizardLM-13B-V1.2
abstract2title.test.72,WizardLM/WizardLM-13B-V1.2
winogrande.dev.165,WizardLM/WizardLM-12B-V1.2
hellaswag.val.8193,claude-v2
hellaswag.val.6258,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2751,zero-one-ai/Yi-34B-Chat
hellaswag.val.5432,WizardLM/WizardLM-13B-V1.2
mbpp.dev.305,WizardLM/WizardLM-13B-V1.2
mmlu-abstract-algebra.val.6,WizardLM/WizardLM-13B-V1.2
winogrande.dev.26,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8083,WizardLM/WizardLM-13B-V1.2
chinese_famous_novel.dev.17,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.723,WizardLM/WizardLM-13B-V1.2
mmlu-electrical-engineering.val.96,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2837,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2124,gpt-4-1106-preview
winogrande.dev.1010,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3728,gpt-4-1106-preview
grade-school-math.dev.6052,mistralai/mixtral-8x7b-chat
mmlu-security-studies.val.173,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1294,WizardLM/WizardLM-13B-V1.2
hellaswag.val.586,mistralai/mixtral-8x7b-chat
hellaswag.val.6613,WizardLM/WizardLM-13B-V1.2
Chinese_character_riddles.dev.62,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3339,WizardLM/WizardLM-13B-V1.2
hellaswag.val.446,WizardLM/WizardLM-13B-V1.2
mbpp.dev.339,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.935,WizardLM/WizardLM-13B-V1.2
consensus_summary.dev.110,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5675,zero-one-ai/Yi-34B-Chat
hellaswag.val.8543,WizardLM/WizardLM-13B-V1.2
mmlu-electrical-engineering.val.48,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7667,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3854,claude-v2
grade-school-math.dev.4618,mistralai/mixtral-8x7b-chat
chinese_shi_jing.test.5,zero-one-ai/Yi-34B-Chat
mmlu-sociology.val.180,zero-one-ai/Yi-34B-Chat
arc-challenge.val.224,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6784,gpt-4-1106-preview
mmlu-sociology.val.104,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.489,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.568,WizardLM/WizardLM-13B-V1.2
mmlu-clinical-knowledge.val.138,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.82,zero-one-ai/Yi-34B-Chat
hellaswag.val.3285,claude-v1
hellaswag.val.8901,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.234,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2962,mistralai/mixtral-8x7b-chat
hellaswag.val.7011,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7380,meta/llama-2-70b-chat
grade-school-math.dev.2491,gpt-4-1106-preview
mmlu-college-mathematics.val.70,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1220,gpt-4-1106-preview
hellaswag.val.5188,WizardLM/WizardLM-13B-V1.2
mmlu-philosophy.val.91,WizardLM/WizardLM-13B-V1.2
mmlu-college-medicine.val.65,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.784,"B) Wrong, Wrong"
mmlu-prehistory.val.138,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.591,mistralai/mixtral-8x7b-chat
hellaswag.val.9941,claude-v2
hellaswag.val.1988,gpt-4-1106-preview
mmlu-professional-law.val.1341,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6748,zero-one-ai/Yi-34B-Chat
winogrande.dev.284,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.212,gpt-4-1106-preview
hellaswag.val.9812,WizardLM/WizardLM-13B-V1.2
mmlu-electrical-engineering.val.72,WizardLM/WizardLM-13B-V1.2
mmlu-world-religions.val.27,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7217,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2547,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.471,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.216,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1385,gpt-4-1106-preview
hellaswag.val.4329,A) WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.208,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1772,mistralai/mixtral-8x7b-chat
winogrande.dev.1140,WizardLM/WizardLM-13B-V1.2
winogrande.dev.1180,WizardLM/WizardLM-13B-V1.2
mmlu-philosophy.val.239,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.636,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1292,mistralai/mixtral-8x7b-chat
mmlu-clinical-knowledge.val.137,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1224,gpt-4-1106-preview
mmlu-marketing.val.75,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.60,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7261,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.492,gpt-4-1106-preview
mmlu-moral-scenarios.val.7,"D) Wrong, Wrong"
mmlu-professional-law.val.261,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-government-and-politics.val.45,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7332,WizardLM/WizardLM-13B-V1.2
mmlu-college-computer-science.val.52,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3361,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6803,gpt-4-1106-preview
mmlu-miscellaneous.val.339,C) HTTP
winogrande.dev.190,WizardLM/WizardLM-13B-V1.2
winogrande.dev.89,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3936,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1510,WizardLM/WizardLM-13B-V1.2
abstract2title.test.170,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-us-history.val.173,zero-one-ai/Yi-34B-Chat
arc-challenge.test.635,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6456,claude-v2
grade-school-math.dev.432,zero-one-ai/Yi-34B-Chat
hellaswag.val.1496,WizardLM/WizardLM-13B-V1.2
Chinese_character_riddles.dev.38,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.66,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.581,zero-one-ai/Yi-34B-Chat
mmlu-college-biology.val.103,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6473,mistralai/mixtral-8x7b-chat
mmlu-high-school-physics.val.85,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4335,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.87,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.97,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1638,gpt-4-1106-preview
grade-school-math.dev.6457,mistralai/mixtral-8x7b-chat
mmlu-miscellaneous.val.252,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.531,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7504,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8000,WizardLM/WizardLM-13B-V1.2
winogrande.dev.164,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5900,mistralai/mixtral-8x7b-chat
hellaswag.val.5495,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6782,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.31,WizardLM/WizardLM-13B-V1.2
mmlu-college-medicine.val.100,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7404,WizardLM/WizardLM-13B-V1.2
mmlu-logical-fallacies.val.59,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.926,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.30,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9840,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.364,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7103,mistralai/mixtral-8x7b-chat
mmlu-high-school-macroeconomics.val.39,WizardLM/WizardLM-13B-V1.2
mmlu-logical-fallacies.val.27,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2814,gpt-4-1106-preview
hellaswag.val.6587,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6135,mistralai/mixtral-8x7b-chat
hellaswag.val.1588,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7238,gpt-4-1106-preview
hellaswag.val.9242,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6985,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4142,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.39,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5158,gpt-4-1106-preview
hellaswag.val.12,mistralai/mixtral-8x7b-chat
chinese_ancient_masterpieces_dynasty.dev.12,zero-one-ai/Yi-34B-Chat
hellaswag.val.7529,"A) Ask yourself' if not now, when? 

(This choice directly encourages the reader to seize the day and make the most of the present moment, which aligns with the step's emphasis on living today and"
mmlu-global-facts.val.99,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.22,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-geography.val.39,B) Good transportation network
mmlu-professional-law.val.683,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6464,WizardLM/WizardLM-13B-V1.2
winogrande.dev.341,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8764,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.17,WizardLM/WizardLM-13B-V1.2
winogrande.dev.828,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2150,mistralai/mixtral-8x7b-chat
grade-school-math.dev.4830,gpt-4-1106-preview
grade-school-math.dev.4922,gpt-4-1106-preview
hellaswag.val.8784,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.122,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.391,zero-one-ai/Yi-34B-Chat
hellaswag.val.6989,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.725,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9709,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4573,meta/llama-2-70b-chat
grade-school-math.dev.6941,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1076,WizardLM/WizardLM-13B-V1.2
mbpp.dev.259,WizardLM/WizardLM-13B-V1.2
winogrande.dev.318,B) Adam
hellaswag.val.5124,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7054,mistralai/mixtral-8x7b-chat
grade-school-math.dev.3446,gpt-4-1106-preview
mmlu-high-school-macroeconomics.val.46,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-government-and-politics.val.82,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5590,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.202,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.361,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2482,mistralai/mixtral-8x7b-chat
arc-challenge.test.837,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.70,WizardLM/WizardLM-13B-V1.2
winogrande.dev.643,WizardLM/WizardLM-13B-V1.2
abstract2title.test.142,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5772,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.550,WizardLM/WizardLM-13B-V1.2
arc-challenge.val.76,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-geography.val.137,WizardLM/WizardLM-13B-V1.2
mbpp.dev.134,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4253,WizardLM/WizardLM-13B-V1.2
winogrande.dev.96,WizardLM/WizardLM-13B-V1.2
winogrande.dev.734,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.102,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.290,mistralai/mixtral-8x7b-chat
hellaswag.val.3309,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.393,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3355,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1509,mistralai/mixtral-8x7b-chat
grade-school-math.dev.7208,mistralai/mixtral-8x7b-chat
mbpp.dev.43,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4543,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.1847,mistralai/mixtral-8x7b-chat
mmlu-jurisprudence.val.43,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.292,WizardLM/WizardLM-13B-V1.2
mmlu-nutrition.val.286,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8769,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3473,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2991,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.115,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4643,zero-one-ai/Yi-34B-Chat
hellaswag.val.8081,WizardLM/WizardLM-13B-V1.2
mmlu-medical-genetics.val.99,zero-one-ai/Yi-34B-Chat
mmlu-us-foreign-policy.val.6,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.1034,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5771,B) claude-v1
grade-school-math.dev.2567,gpt-4-1106-preview
mmlu-clinical-knowledge.val.243,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.113,WizardLM/WizardLM-13B-V1.2
mmlu-sociology.val.50,WizardLM/WizardLM-13B-V1.2
mmlu-medical-genetics.val.77,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.907,WizardLM/WizardLM-13B-V1.2
winogrande.dev.984,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4814,zero-one-ai/Yi-34B-Chat
mmlu-philosophy.val.127,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.327,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8403,claude-v2
mmlu-high-school-microeconomics.val.105,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1181,mistralai/mixtral-8x7b-chat
mmlu-high-school-macroeconomics.val.316,gpt-4-1106-preview
grade-school-math.dev.4373,mistralai/mixtral-8x7b-chat
grade-school-math.dev.2836,mistralai/mixtral-8x7b-chat
hellaswag.val.5542,WizardLM/WizardLM-13B-V1.2
winogrande.dev.176,WizardLM/WizardLM-13B-V1.2
arc-challenge.val.20,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.693,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.1139,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.607,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1134,mistralai/mixtral-8x7b-chat
hellaswag.val.3510,"B) [title] Observe where the players stand, wait, or offer autographs at games. [step] You may not be able to get the autograph during the game but can try to catch a player after the game, before"
hellaswag.val.3289,WizardLM/WizardLM-15B-V1.2
mmlu-high-school-us-history.val.180,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2612,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7045,gpt-4-1106-preview
grade-school-math.dev.6840,gpt-4-1106-preview
mmlu-computer-security.val.46,WizardLM/WizardLM-13B-V1.2
mbpp.dev.35,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4847,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.900,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.114,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5148,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6255,mistralai/mixtral-8x7b-chat
mmlu-sociology.val.120,WizardLM/WizardLM-13B-V1.2
mmlu-conceptual-physics.val.137,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1742,mistralai/mistral-7b-chat
mmlu-professional-law.val.591,WizardLM/WizardLM-13B-V1.2
mmlu-marketing.val.8,meta/llama-2-70b-chat
mmlu-professional-law.val.1422,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4568,gpt-4-1106-preview
mmlu-college-computer-science.val.80,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.111,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.285,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7195,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.184,mistralai/mixtral-8x7b-chat
grade-school-math.dev.3674,zero-one-ai/Yi-34B-Chat
mmlu-high-school-world-history.val.138,meta/llama-2-70b-chat
mmlu-high-school-mathematics.val.198,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5134,zero-one-ai/Yi-34B-Chat
mmlu-high-school-psychology.val.444,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3740,meta/llama-2-70b-chat
hellaswag.val.9601,B) claude-v1
hellaswag.val.9041,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.12,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2905,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.100,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6108,WizardLM/WizardLM-13B-V1.2
hellaswag.val.516,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3587,gpt-4-1106-preview
mmlu-professional-law.val.401,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3689,mistralai/mixtral-8x7b-chat
hellaswag.val.3051,mistralai/mixtral-8x7b-chat
mmlu-jurisprudence.val.4,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5010,WizardLM/WizardLM-12B-V1.2
mmlu-professional-law.val.1060,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7957,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4835,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.131,B) 50
mmlu-public-relations.val.45,WizardLM/WizardLM-13B-V1.2
winogrande.dev.1159,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.304,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3092,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6586,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-computer-science.val.48,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2624,gpt-4-1106-preview
accounting_audit.dev.6,WizardLM/WizardLM-13B-V1.2
mmlu-sociology.val.129,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.191,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.335,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.521,WizardLM/WizardLM-13B-V1.2
mmlu-college-biology.val.14,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.435,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.691,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-european-history.val.63,gpt-4-1106-preview
hellaswag.val.8470,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.675,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.655,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.105,C) The ways of Heaven are not invariable: on the good-doer it sends down all blessings.
arc-challenge.val.285,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.328,WizardLM/WizardLM-13B-V1.2
winogrande.dev.82,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8367,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.102,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3759,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.112,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7917,WizardLM/WizardLM-13B-V1.2
abstract2title.test.171,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.947,gpt-4-1106-preview
hellaswag.val.4317,WizardLM/WizardLM-13B-V1.2
